Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;MG;IPATINGA;POSTO GT LTDA; 17.006.537/0004-04;AVENIDA BRASIL;1015;A 1025;IGUACU;35162-036;DIESEL;05/01/2009;2,05;1,867;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;IPATINGA;AUTO POSTO SANTOS & SANTOS LTDA; 05.112.829/0001-08;AVENIDA PEDRO NOLASCO;92;A;IDEAL;35162-216;GASOLINA;05/01/2009;2,56;2,303;R$ / litro;BRANCA
SE;MG;IPATINGA;AUTO POSTO SANTOS & SANTOS LTDA; 05.112.829/0001-08;AVENIDA PEDRO NOLASCO;92;A;IDEAL;35162-216;ETANOL;05/01/2009;1,65;1,4492;R$ / litro;BRANCA
SE;MG;IPATINGA;POSTOS DE SERVICOS PARQUE IPANEMA LTDA; 04.075.433/0001-67;AVENIDA GUIDO MARLIERI;225;;IGUACU;35162-072;GASOLINA;05/01/2009;2,539;2,155;R$ / litro;BRANCA
SE;MG;IPATINGA;POSTOS DE SERVICOS PARQUE IPANEMA LTDA; 04.075.433/0001-67;AVENIDA GUIDO MARLIERI;225;;IGUACU;35162-072;ETANOL;05/01/2009;1,589;1,4492;R$ / litro;BRANCA
SE;MG;IPATINGA;POSTOS DE SERVICOS PARQUE IPANEMA LTDA; 04.075.433/0001-67;AVENIDA GUIDO MARLIERI;225;;IGUACU;35162-072;DIESEL;05/01/2009;2,049;1,923;R$ / litro;BRANCA
SE;MG;ITABIRA;AUTO POSTO DE COMBUSTIVEIS DIAMANTE LTDA; 07.586.988/0001-61;AVENIDA CRISTINA GAZIRE;1349;;PRAIA;35900-680;GASOLINA;06/01/2009;2,39;2,1389;R$ / litro;ALESAT
SE;MG;ITABIRA;AUTO POSTO DE COMBUSTIVEIS DIAMANTE LTDA; 07.586.988/0001-61;AVENIDA CRISTINA GAZIRE;1349;;PRAIA;35900-680;ETANOL;06/01/2009;1,79;1,4573;R$ / litro;ALESAT
SE;MG;ITABIRA;AUTO POSTO DE COMBUSTIVEIS DIAMANTE LTDA; 07.586.988/0001-61;AVENIDA CRISTINA GAZIRE;1349;;PRAIA;35900-680;DIESEL;06/01/2009;2,09;1,8698;R$ / litro;ALESAT
SE;MG;ITABIRA;AUTO POSTO ITABIRA LTDA; 06.078.816/0001-14;AVENIDA CARLOS DRUMOND DE ANDRADE;695;;CENTRO;35900-000;GASOLINA;06/01/2009;2,39;2,158;R$ / litro;ZEMA
SE;MG;ITABIRA;AUTO POSTO ITABIRA LTDA; 06.078.816/0001-14;AVENIDA CARLOS DRUMOND DE ANDRADE;695;;CENTRO;35900-000;ETANOL;06/01/2009;1,79;1,426;R$ / litro;ZEMA
SE;MG;ITABIRA;AUTO POSTO ITABIRA LTDA; 06.078.816/0001-14;AVENIDA CARLOS DRUMOND DE ANDRADE;695;;CENTRO;35900-000;DIESEL;06/01/2009;2,09;1,8971;R$ / litro;ZEMA
SE;MG;ITABIRA;ARAUJO HIPERMERCADOS S/A; 03.244.699/0015-29;AVENIDA JOAO PINHEIRO;474;;CENTRO;35900-000;GASOLINA;06/01/2009;2,39;;R$ / litro;CBPI
SE;MG;ITABIRA;ARAUJO HIPERMERCADOS S/A; 03.244.699/0015-29;AVENIDA JOAO PINHEIRO;474;;CENTRO;35900-000;ETANOL;06/01/2009;1,79;;R$ / litro;CBPI
SE;MG;ITABIRA;ARAUJO HIPERMERCADOS S/A; 03.244.699/0015-29;AVENIDA JOAO PINHEIRO;474;;CENTRO;35900-000;DIESEL;06/01/2009;2,089;;R$ / litro;CBPI
SE;MG;ITABIRA;AUTO POSTO DAS ROSAS LTDA; 21.588.512/0001-90;RUA DAS MARGARIDAS;1378;A;SÃO PEDRO;35900-121;GASOLINA;06/01/2009;2,38;2,1264;R$ / litro;BRANCA
SE;MG;ITABIRA;AUTO POSTO DAS ROSAS LTDA; 21.588.512/0001-90;RUA DAS MARGARIDAS;1378;A;SÃO PEDRO;35900-121;ETANOL;06/01/2009;1,78;;R$ / litro;BRANCA
SE;MG;ITABIRA;PIRES COMBUSTIVEIS E SERVICOS LTDA; 42.938.761/0001-39;AVENIDA TABELIAO OSORIO SAMPAIO;45;;MAJOR LAGE;35901-190;GASOLINA;06/01/2009;2,39;;R$ / litro;IPIRANGA
SE;MG;ITABIRA;PIRES COMBUSTIVEIS E SERVICOS LTDA; 42.938.761/0001-39;AVENIDA TABELIAO OSORIO SAMPAIO;45;;MAJOR LAGE;35901-190;ETANOL;06/01/2009;1,79;;R$ / litro;IPIRANGA
SE;MG;ITABIRA;PIRES COMBUSTIVEIS E SERVICOS LTDA; 42.938.761/0001-39;AVENIDA TABELIAO OSORIO SAMPAIO;45;;MAJOR LAGE;35901-190;DIESEL;06/01/2009;2,087;;R$ / litro;IPIRANGA
SE;MG;ITABIRA;POSTO PAULA E GOMES LTDA; 03.042.701/0001-81;AVENIDA MADALENA PEREIRA SANTOS;50;;SAO JOAQUIM;35901-190;GASOLINA;06/01/2009;2,39;2,1978;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITABIRA;POSTO PAULA E GOMES LTDA; 03.042.701/0001-81;AVENIDA MADALENA PEREIRA SANTOS;50;;SAO JOAQUIM;35901-190;ETANOL;06/01/2009;1,79;1,4679;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITABIRA;POSTO PAULA E GOMES LTDA; 03.042.701/0001-81;AVENIDA MADALENA PEREIRA SANTOS;50;;SAO JOAQUIM;35901-190;DIESEL;06/01/2009;2,09;1,8815;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITABIRA;POSTO CAMPESTRE ITABIRA LTDA; 20.987.954/0001-47;AVENIDA BRASIL;270;;J.K.;35900-367;GASOLINA;06/01/2009;2,39;;R$ / litro;CBPI
SE;MG;ITABIRA;POSTO CAMPESTRE ITABIRA LTDA; 20.987.954/0001-47;AVENIDA BRASIL;270;;J.K.;35900-367;ETANOL;06/01/2009;1,79;;R$ / litro;CBPI
SE;MG;ITABIRA;POSTO CAMPESTRE ITABIRA LTDA; 20.987.954/0001-47;AVENIDA BRASIL;270;;J.K.;35900-367;DIESEL;06/01/2009;2,09;;R$ / litro;CBPI
SE;MG;ITABIRA;POSTO CAMPESTRE ITABIRA LTDA; 20.987.954/0002-28;RUA AGUA SANTA;20;;CENTRO;35900-009;GASOLINA;06/01/2009;2,39;;R$ / litro;CBPI
SE;MG;ITABIRA;POSTO CAMPESTRE ITABIRA LTDA; 20.987.954/0002-28;RUA AGUA SANTA;20;;CENTRO;35900-009;ETANOL;06/01/2009;1,79;;R$ / litro;CBPI
SE;MG;ITABIRA;POSTO CAMPESTRE ITABIRA LTDA; 20.987.954/0002-28;RUA AGUA SANTA;20;;CENTRO;35900-009;DIESEL;06/01/2009;2,09;;R$ / litro;CBPI
SE;MG;ITABIRA;POSTO JOSE BICALHO LTDA; 20.964.326/0001-46;RUA IRMAOS D¿CAUX;300;;CENTRO;35900-026;GASOLINA;06/01/2009;2,38;;R$ / litro;RAIZEN
SE;MG;ITABIRA;POSTO JOSE BICALHO LTDA; 20.964.326/0001-46;RUA IRMAOS D¿CAUX;300;;CENTRO;35900-026;ETANOL;06/01/2009;1,799;;R$ / litro;RAIZEN
SE;MG;ITABIRA;POSTO JOSE BICALHO LTDA; 20.964.326/0001-46;RUA IRMAOS D¿CAUX;300;;CENTRO;35900-026;DIESEL;06/01/2009;2,099;;R$ / litro;RAIZEN
SE;MG;ITABIRA;COMERCIO E TRANSPORTES RODRIGUES LTDA; 20.963.146/0001-40;AVENIDA JOAO PINHEIRO;665;;CENTRO;35900-000;GASOLINA;06/01/2009;2,59;2,2157;R$ / litro;IPIRANGA
SE;MG;ITABIRA;COMERCIO E TRANSPORTES RODRIGUES LTDA; 20.963.146/0001-40;AVENIDA JOAO PINHEIRO;665;;CENTRO;35900-000;ETANOL;06/01/2009;1,79;1,4997;R$ / litro;IPIRANGA
SE;MG;ITABIRA;COMERCIO E TRANSPORTES RODRIGUES LTDA; 20.963.146/0001-40;AVENIDA JOAO PINHEIRO;665;;CENTRO;35900-000;DIESEL;06/01/2009;2,09;1,8974;R$ / litro;IPIRANGA
SE;MG;ITABIRA;AUTO POSTO ESPLANADA LTDA; 02.409.037/0001-01;AVENIDA VILA LOBOS;69;;ESPLANADA ESTACAO;35900-021;GASOLINA;06/01/2009;2,39;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITABIRA;AUTO POSTO ESPLANADA LTDA; 02.409.037/0001-01;AVENIDA VILA LOBOS;69;;ESPLANADA ESTACAO;35900-021;ETANOL;06/01/2009;1,79;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITABIRA;AUTO POSTO ESPLANADA LTDA; 02.409.037/0001-01;AVENIDA VILA LOBOS;69;;ESPLANADA ESTACAO;35900-021;DIESEL;06/01/2009;2,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITABIRA;AUTO POSTO CAUE ITABIRANO LTDA; 02.092.932/0001-37;AVENIDA JOAO SOARES DA SILVA;1340;;PENHA;35900-062;GASOLINA;06/01/2009;2,39;2,1821;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITABIRA;AUTO POSTO CAUE ITABIRANO LTDA; 02.092.932/0001-37;AVENIDA JOAO SOARES DA SILVA;1340;;PENHA;35900-062;ETANOL;06/01/2009;1,79;1,4677;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITABIRA;AUTO POSTO CAUE ITABIRANO LTDA; 02.092.932/0001-37;AVENIDA JOAO SOARES DA SILVA;1340;;PENHA;35900-062;DIESEL;06/01/2009;2,09;1,8827;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITABIRA;POSTO CENTRAL ITABIRANO LTDA; 01.063.076/0001-29;RUA NOVA ERA;5;;CENTRO;35900-199;GASOLINA;06/01/2009;2,39;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITABIRA;POSTO CENTRAL ITABIRANO LTDA; 01.063.076/0001-29;RUA NOVA ERA;5;;CENTRO;35900-199;ETANOL;06/01/2009;1,79;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITABIRA;POSTO CENTRAL ITABIRANO LTDA; 01.063.076/0001-29;RUA NOVA ERA;5;;CENTRO;35900-199;DIESEL;06/01/2009;2,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITABIRA;POSTO AREAO ITABIRANO LTDA; 00.332.033/0001-39;RUA ISRAEL PINHEIRO;587;;AREAO;35900-012;GASOLINA;06/01/2009;2,39;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITABIRA;POSTO AREAO ITABIRANO LTDA; 00.332.033/0001-39;RUA ISRAEL PINHEIRO;587;;AREAO;35900-012;ETANOL;06/01/2009;1,79;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITABIRA;POSTO AREAO ITABIRANO LTDA; 00.332.033/0001-39;RUA ISRAEL PINHEIRO;587;;AREAO;35900-012;DIESEL;06/01/2009;2,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAJUBA;REDE DE POSTOS SETE ESTRELAS LTDA; 45.694.437/0023-16;AVENIDA PRESIDENTE TANCREDO DE ALMEIDA NEVES;336;;SAO JUDAS TADEU;37504-066;GASOLINA;05/01/2009;2,389;;R$ / litro;BRANCA
SE;MG;ITAJUBA;REDE DE POSTOS SETE ESTRELAS LTDA; 45.694.437/0023-16;AVENIDA PRESIDENTE TANCREDO DE ALMEIDA NEVES;336;;SAO JUDAS TADEU;37504-066;ETANOL;05/01/2009;1,599;;R$ / litro;BRANCA
SE;MG;ITAJUBA;REDE DE POSTOS SETE ESTRELAS LTDA; 45.694.437/0023-16;AVENIDA PRESIDENTE TANCREDO DE ALMEIDA NEVES;336;;SAO JUDAS TADEU;37504-066;DIESEL;05/01/2009;2,049;;R$ / litro;BRANCA
SE;MG;ITAJUBA;SUL MINAS AUTO POSTO LTDA; 05.640.179/0001-65;AVENIDA PADRE LOURENÇO DA COSTA;3311;;SÃO SEBASTIÃO;37500-000;GASOLINA;05/01/2009;2,45;;R$ / litro;BRANCA
SE;MG;ITAJUBA;SUL MINAS AUTO POSTO LTDA; 05.640.179/0001-65;AVENIDA PADRE LOURENÇO DA COSTA;3311;;SÃO SEBASTIÃO;37500-000;ETANOL;05/01/2009;1,59;;R$ / litro;BRANCA
SE;MG;ITAJUBA;SUL MINAS AUTO POSTO LTDA; 05.640.179/0001-65;AVENIDA PADRE LOURENÇO DA COSTA;3311;;SÃO SEBASTIÃO;37500-000;DIESEL;05/01/2009;2,07;;R$ / litro;BRANCA
SE;MG;ITAJUBA;POSTO RIBEIRO GOULART LTDA; 03.250.598/0001-65;AVENIDA DR. VICENTE SANCHES;22;;VARGINHA;37501-082;GASOLINA;05/01/2009;2,499;2,2227;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAJUBA;POSTO RIBEIRO GOULART LTDA; 03.250.598/0001-65;AVENIDA DR. VICENTE SANCHES;22;;VARGINHA;37501-082;ETANOL;05/01/2009;1,658;1,3951;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAJUBA;POSTO RIBEIRO GOULART LTDA; 03.250.598/0001-65;AVENIDA DR. VICENTE SANCHES;22;;VARGINHA;37501-082;DIESEL;05/01/2009;2,098;1,8994;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAJUBA;AUTO POSTO 500 LTDA; 18.905.604/0001-42;AVENIDA HENRIQUETO CARDINALLI;500;;VARGINHA;37500-000;GASOLINA;05/01/2009;2,57;2,168;R$ / litro;BRANCA
SE;MG;ITAJUBA;AUTO POSTO 500 LTDA; 18.905.604/0001-42;AVENIDA HENRIQUETO CARDINALLI;500;;VARGINHA;37500-000;ETANOL;05/01/2009;1,79;1,6657;R$ / litro;BRANCA
SE;MG;ITAJUBA;AUTO POSTO 500 LTDA; 18.905.604/0001-42;AVENIDA HENRIQUETO CARDINALLI;500;;VARGINHA;37500-000;DIESEL;05/01/2009;2,17;1,86;R$ / litro;BRANCA
SE;MG;ITAJUBA;POSTO LEAO DO SUL LTDA; 66.425.133/0001-18;AVENIDA PADRE LOURENÇO DA COSTA;2252;;NOSSA SENHORA DE FATIMA;37500-000;GASOLINA;05/01/2009;2,41;2,1987;R$ / litro;BRANCA
SE;MG;ITAJUBA;POSTO LEAO DO SUL LTDA; 66.425.133/0001-18;AVENIDA PADRE LOURENÇO DA COSTA;2252;;NOSSA SENHORA DE FATIMA;37500-000;ETANOL;05/01/2009;1,6;1,4297;R$ / litro;BRANCA
SE;MG;ITAJUBA;POSTO LEAO DO SUL LTDA; 66.425.133/0001-18;AVENIDA PADRE LOURENÇO DA COSTA;2252;;NOSSA SENHORA DE FATIMA;37500-000;DIESEL;05/01/2009;2,07;1,8864;R$ / litro;BRANCA
SE;MG;ITAJUBA;ITAVEL ITAJUBA VEICULOS LIMITADA; 21.042.015/0003-54;AVENIDA UMBELINA CHIARADIA;279;;SAO VICENTE;37502-036;GASOLINA;05/01/2009;2,49;2,1884;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAJUBA;ITAVEL ITAJUBA VEICULOS LIMITADA; 21.042.015/0003-54;AVENIDA UMBELINA CHIARADIA;279;;SAO VICENTE;37502-036;ETANOL;05/01/2009;1,59;1,3834;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAJUBA;ITAVEL ITAJUBA VEICULOS LIMITADA; 21.042.015/0003-54;AVENIDA UMBELINA CHIARADIA;279;;SAO VICENTE;37502-036;DIESEL;05/01/2009;2,12;1,8651;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAJUBA;POSTO PIRULITO LTDA; 21.040.209/0001-59;RUA BELARMINO DE MENEZEZ;40;;SÃO VICENTE;37500-000;GASOLINA;05/01/2009;2,38;2,192;R$ / litro;BRANCA
SE;MG;ITAJUBA;POSTO PIRULITO LTDA; 21.040.209/0001-59;RUA BELARMINO DE MENEZEZ;40;;SÃO VICENTE;37500-000;ETANOL;05/01/2009;1,59;1,245;R$ / litro;BRANCA
SE;MG;ITAJUBA;POSTO PIRULITO LTDA; 21.040.209/0001-59;RUA BELARMINO DE MENEZEZ;40;;SÃO VICENTE;37500-000;DIESEL;05/01/2009;2,08;1,9199;R$ / litro;BRANCA
SE;MG;ITAJUBA;HELIOPEÇAS LTDA; 21.038.484/0001-38;AVENIDA ENG. PEDRO FONSECA PAIVA;6;14;AVENIDA;37504-018;GASOLINA;05/01/2009;2,49;2,1693;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAJUBA;HELIOPEÇAS LTDA; 21.038.484/0001-38;AVENIDA ENG. PEDRO FONSECA PAIVA;6;14;AVENIDA;37504-018;ETANOL;05/01/2009;1,64;1,3878;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAJUBA;HELIOPEÇAS LTDA; 21.038.484/0001-38;AVENIDA ENG. PEDRO FONSECA PAIVA;6;14;AVENIDA;37504-018;DIESEL;05/01/2009;2,13;1,8913;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAJUBA;SOCIEDADE DOS MOTORISTAS DO SUL DE MINAS LTDA; 21.032.230/0001-02;AVENIDA PADRE LOURENÇO DA COSTA MOREIRA;409;;SÃO SEBASTIAO;37500-000;GASOLINA;05/01/2009;2,38;2,1799;R$ / litro;COSAN LUBRIFICANTES
SE;MG;ITAJUBA;SOCIEDADE DOS MOTORISTAS DO SUL DE MINAS LTDA; 21.032.230/0001-02;AVENIDA PADRE LOURENÇO DA COSTA MOREIRA;409;;SÃO SEBASTIAO;37500-000;ETANOL;05/01/2009;1,59;1,4449;R$ / litro;COSAN LUBRIFICANTES
SE;MG;ITAJUBA;SOCIEDADE DOS MOTORISTAS DO SUL DE MINAS LTDA; 21.032.230/0002-93;PRACA PEREIRA DOS SANTOS;S/N;;CENTRO;37500-000;GASOLINA;05/01/2009;2,38;2,1919;R$ / litro;COSAN LUBRIFICANTES
SE;MG;ITAJUBA;SOCIEDADE DOS MOTORISTAS DO SUL DE MINAS LTDA; 21.032.230/0002-93;PRACA PEREIRA DOS SANTOS;S/N;;CENTRO;37500-000;ETANOL;05/01/2009;1,59;1,4449;R$ / litro;COSAN LUBRIFICANTES
SE;MG;ITAJUBA;SERVE CENTRO ITAJUBA LTDA; 04.632.983/0001-30;AVENIDA DR VICENTE SANCHES;865;;VARGINHA;37501-082;GASOLINA;05/01/2009;2,379;2,2025;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAJUBA;SERVE CENTRO ITAJUBA LTDA; 04.632.983/0001-30;AVENIDA DR VICENTE SANCHES;865;;VARGINHA;37501-082;ETANOL;05/01/2009;1,59;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAJUBA;SERVE CENTRO ITAJUBA LTDA; 04.632.983/0001-30;AVENIDA DR VICENTE SANCHES;865;;VARGINHA;37501-082;DIESEL;05/01/2009;2,08;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAJUBA;AUTO POSTO SALES & MIRANDA LTDA; 04.461.973/0001-89;RUA OLEGARIO MACIEL;303;;SANTO ANTONIO;37504-030;GASOLINA;05/01/2009;2,49;;R$ / litro;CBPI
SE;MG;ITAJUBA;AUTO POSTO SALES & MIRANDA LTDA; 04.461.973/0001-89;RUA OLEGARIO MACIEL;303;;SANTO ANTONIO;37504-030;ETANOL;05/01/2009;1,65;;R$ / litro;CBPI
SE;MG;ITAJUBA;AUTO POSTO SALES & MIRANDA LTDA; 04.461.973/0001-89;RUA OLEGARIO MACIEL;303;;SANTO ANTONIO;37504-030;DIESEL;05/01/2009;2,11;;R$ / litro;CBPI
SE;MG;ITAJUBA;BOA VISTA AUTO POSTO LTDA; 01.507.200/0001-06;AVENIDA SILVESTRE ANTONIO JUNQUEIRA FERRAZ;45;;BOA VISTA;37505-127;GASOLINA;05/01/2009;2,579;2,1688;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAJUBA;BOA VISTA AUTO POSTO LTDA; 01.507.200/0001-06;AVENIDA SILVESTRE ANTONIO JUNQUEIRA FERRAZ;45;;BOA VISTA;37505-127;ETANOL;05/01/2009;1,659;1,3969;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAJUBA;BOA VISTA AUTO POSTO LTDA; 01.507.200/0001-06;AVENIDA SILVESTRE ANTONIO JUNQUEIRA FERRAZ;45;;BOA VISTA;37505-127;DIESEL;05/01/2009;2,099;1,907;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAUNA;ORGANIZACAO COMERCIAL MARINHO LTDA; 18.849.166/0001-42;RUA SILVA JARDIM;546;;CENTRO;35680-062;GASOLINA;07/01/2009;2,597;2,1848;R$ / litro;IPIRANGA
SE;MG;ITAUNA;ORGANIZACAO COMERCIAL MARINHO LTDA; 18.849.166/0001-42;RUA SILVA JARDIM;546;;CENTRO;35680-062;ETANOL;07/01/2009;1,797;1,4769;R$ / litro;IPIRANGA
SE;MG;ITAUNA;ORGANIZACAO COMERCIAL MARINHO LTDA; 18.849.166/0001-42;RUA SILVA JARDIM;546;;CENTRO;35680-062;DIESEL;07/01/2009;2,097;1,8998;R$ / litro;IPIRANGA
SE;MG;ITAUNA;CENTER POSTO LTDA; 02.470.627/0002-12;RUA QUINZE DE NOVEMBRO;1526;;PIEDADE;35680-258;GASOLINA;07/01/2009;2,585;2,1051;R$ / litro;ALESAT
SE;MG;ITAUNA;CENTER POSTO LTDA; 02.470.627/0002-12;RUA QUINZE DE NOVEMBRO;1526;;PIEDADE;35680-258;ETANOL;07/01/2009;1,795;1,3798;R$ / litro;ALESAT
SE;MG;ITAUNA;CENTER POSTO LTDA; 02.470.627/0002-12;RUA QUINZE DE NOVEMBRO;1526;;PIEDADE;35680-258;DIESEL;07/01/2009;2,097;1,8371;R$ / litro;ALESAT
SE;MG;ITAUNA;POSTO EL SHADAY LTDA; 02.867.177/0001-15;AVENIDA MANUEL DA SUTODIA;711;0;MORADA NOVA;35680-000;GASOLINA;07/01/2009;2,599;2,1537;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAUNA;POSTO EL SHADAY LTDA; 02.867.177/0001-15;AVENIDA MANUEL DA SUTODIA;711;0;MORADA NOVA;35680-000;ETANOL;07/01/2009;1,798;1,3672;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAUNA;POSTO EL SHADAY LTDA; 02.867.177/0001-15;AVENIDA MANUEL DA SUTODIA;711;0;MORADA NOVA;35680-000;DIESEL;07/01/2009;2,129;1,853;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAUNA;POSTO SÃO PAULO ITAÚNA LTDA.; 02.253.617/0001-44;AVENIDA SAO JOAO;4434;;CENTRO;35680-000;GASOLINA;07/01/2009;2,58;2,239;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAUNA;POSTO SÃO PAULO ITAÚNA LTDA.; 02.253.617/0001-44;AVENIDA SAO JOAO;4434;;CENTRO;35680-000;ETANOL;07/01/2009;1,78;1,563;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAUNA;POSTO SÃO PAULO ITAÚNA LTDA.; 02.253.617/0001-44;AVENIDA SAO JOAO;4434;;CENTRO;35680-000;DIESEL;07/01/2009;2,15;1,93;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAUNA;POSTO XV DE NOVEMBRO LTDA; 21.649.272/0001-97;RUA XV DE NOVEMBRO;1311;;CERQUEIRA LIMA;35680-258;GASOLINA;07/01/2009;2,599;2,1862;R$ / litro;CBPI
SE;MG;ITAUNA;POSTO XV DE NOVEMBRO LTDA; 21.649.272/0001-97;RUA XV DE NOVEMBRO;1311;;CERQUEIRA LIMA;35680-258;ETANOL;07/01/2009;1,799;1,4862;R$ / litro;CBPI
SE;MG;ITAUNA;POSTO XV DE NOVEMBRO LTDA; 21.649.272/0001-97;RUA XV DE NOVEMBRO;1311;;CERQUEIRA LIMA;35680-258;DIESEL;07/01/2009;2,169;1,8788;R$ / litro;CBPI
SE;MG;ITAUNA;ORGANIZACAO COMERCIAL GUIMARAES LTDA; 21.254.958/0002-60;AVENIDA DORINATO LIMA;20;;BAIRRO DE LOURDES;35680-055;GASOLINA;07/01/2009;2,59;2,1862;R$ / litro;CBPI
SE;MG;ITAUNA;ORGANIZACAO COMERCIAL GUIMARAES LTDA; 21.254.958/0002-60;AVENIDA DORINATO LIMA;20;;BAIRRO DE LOURDES;35680-055;ETANOL;07/01/2009;1,79;1,4862;R$ / litro;CBPI
SE;MG;ITAUNA;ORGANIZACAO COMERCIAL GUIMARAES LTDA; 21.254.958/0002-60;AVENIDA DORINATO LIMA;20;;BAIRRO DE LOURDES;35680-055;DIESEL;07/01/2009;2,16;1,8832;R$ / litro;CBPI
SE;MG;ITAUNA;ORGANIZACAO COMERCIAL GUIMARAES LTDA; 21.254.958/0004-21;RUA JOAQUIM TAVARES;120;LOJA 04;VILA TAVARES;35680-073;GASOLINA;07/01/2009;2,599;2,1862;R$ / litro;CBPI
SE;MG;ITAUNA;ORGANIZACAO COMERCIAL GUIMARAES LTDA; 21.254.958/0004-21;RUA JOAQUIM TAVARES;120;LOJA 04;VILA TAVARES;35680-073;ETANOL;07/01/2009;1,799;1,4766;R$ / litro;CBPI
SE;MG;ITAUNA;ORGANIZACAO COMERCIAL GUIMARAES LTDA; 21.254.958/0004-21;RUA JOAQUIM TAVARES;120;LOJA 04;VILA TAVARES;35680-073;DIESEL;07/01/2009;2,099;1,8832;R$ / litro;CBPI
SE;MG;ITAUNA;ORGANIZACAO COMERCIAL GUIMARAES LTDA; 21.254.958/0005-02;AVENIDA JOVE SOARES;845;0;CENTRO;35680-352;GASOLINA;07/01/2009;2,599;2,1693;R$ / litro;COSAN LUBRIFICANTES
SE;MG;ITAUNA;ORGANIZACAO COMERCIAL GUIMARAES LTDA; 21.254.958/0005-02;AVENIDA JOVE SOARES;845;0;CENTRO;35680-352;ETANOL;07/01/2009;1,759;1,4094;R$ / litro;COSAN LUBRIFICANTES
SE;MG;ITAUNA;POSTO DELTA ITAUNA LTDA; 17.462.714/0001-14;RUA SILVA JARDIM;653;;UNIVERSITÁRIO;35681-159;GASOLINA;07/01/2009;2,589;2,1556;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAUNA;POSTO DELTA ITAUNA LTDA; 17.462.714/0001-14;RUA SILVA JARDIM;653;;UNIVERSITÁRIO;35681-159;ETANOL;07/01/2009;1,796;1,368;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAUNA;POSTO DELTA ITAUNA LTDA; 17.462.714/0001-14;RUA SILVA JARDIM;653;;UNIVERSITÁRIO;35681-159;DIESEL;07/01/2009;2,129;1,8542;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAUNA;AUTO POSTO ALELUIA LTDA; 03.733.648/0001-65;AVENIDA GETULIO VARGAS;533;;CENTRO;35680-037;GASOLINA;07/01/2009;2,585;2,1357;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
