Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;MG;ITAUNA;AUTO POSTO ALELUIA LTDA; 03.733.648/0001-65;AVENIDA GETULIO VARGAS;533;;CENTRO;35680-037;ETANOL;07/01/2009;1,795;1,3404;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAUNA;AUTO POSTO ALELUIA LTDA; 03.733.648/0001-65;AVENIDA GETULIO VARGAS;533;;CENTRO;35680-037;DIESEL;07/01/2009;2,097;1,8356;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAUNA;CENTER POSTO LTDA; 02.470.627/0001-31;RUA ZEZE LIMA;325;0;CENTRO;35680-045;GASOLINA;07/01/2009;2,585;2,1357;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAUNA;CENTER POSTO LTDA; 02.470.627/0001-31;RUA ZEZE LIMA;325;0;CENTRO;35680-045;ETANOL;07/01/2009;1,795;1,3404;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITAUNA;CENTER POSTO LTDA; 02.470.627/0001-31;RUA ZEZE LIMA;325;0;CENTRO;35680-045;DIESEL;07/01/2009;2,165;1,8356;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITUIUTABA;POSTO ALTO DA CIDADE LTDA; 26.339.598/0001-31;RUA VINTE E DOIS;1772;;CENTRO;38300-076;GASOLINA;06/01/2009;2,53;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITUIUTABA;POSTO ALTO DA CIDADE LTDA; 26.339.598/0001-31;RUA VINTE E DOIS;1772;;CENTRO;38300-076;ETANOL;06/01/2009;1,62;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITUIUTABA;POSTO ALTO DA CIDADE LTDA; 26.339.598/0001-31;RUA VINTE E DOIS;1772;;CENTRO;38300-076;DIESEL;06/01/2009;2,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ITUIUTABA;AM COMERCIO COMBUSTIVEL LTDA; 07.265.642/0001-61;RUA TRINTA E SEIS;775;;PROGRESSO;38302-008;GASOLINA;06/01/2009;2,49;2,1489;R$ / litro;BRANCA
SE;MG;ITUIUTABA;AM COMERCIO COMBUSTIVEL LTDA; 07.265.642/0001-61;RUA TRINTA E SEIS;775;;PROGRESSO;38302-008;ETANOL;06/01/2009;1,59;1,45;R$ / litro;BRANCA
SE;MG;ITUIUTABA;AM COMERCIO COMBUSTIVEL LTDA; 07.265.642/0001-61;RUA TRINTA E SEIS;775;;PROGRESSO;38302-008;DIESEL;06/01/2009;2,04;1,8929;R$ / litro;BRANCA
SE;MG;ITUIUTABA;K-DERIVADOS DE PETROLEO LTDA; 07.128.848/0001-40;AVENIDA NOVE;423;;CENTRO;38300-150;GASOLINA;06/01/2009;2,49;;R$ / litro;BRANCA
SE;MG;ITUIUTABA;K-DERIVADOS DE PETROLEO LTDA; 07.128.848/0001-40;AVENIDA NOVE;423;;CENTRO;38300-150;ETANOL;06/01/2009;1,59;;R$ / litro;BRANCA
SE;MG;ITUIUTABA;K-DERIVADOS DE PETROLEO LTDA; 07.128.848/0001-40;AVENIDA NOVE;423;;CENTRO;38300-150;DIESEL;06/01/2009;2,04;;R$ / litro;BRANCA
SE;MG;ITUIUTABA;POSTO VITÓRIA PLATINA LTDA.; 05.615.751/0001-36;AVENIDA HELIO RIBEIRO FINHOLDT;1420;;PLATINA;38307-076;GASOLINA;06/01/2009;2,47;;R$ / litro;BRANCA
SE;MG;ITUIUTABA;POSTO VITÓRIA PLATINA LTDA.; 05.615.751/0001-36;AVENIDA HELIO RIBEIRO FINHOLDT;1420;;PLATINA;38307-076;ETANOL;06/01/2009;1,57;;R$ / litro;BRANCA
SE;MG;ITUIUTABA;POSTO VITÓRIA PLATINA LTDA.; 05.615.751/0001-36;AVENIDA HELIO RIBEIRO FINHOLDT;1420;;PLATINA;38307-076;DIESEL;06/01/2009;2,04;;R$ / litro;BRANCA
SE;MG;ITUIUTABA;POSTO AG LTDA; 04.946.806/0001-28;AVENIDA NIVALDO  INACIO MOREIRA;2500;;LAGOA AZUL I;38307-178;GASOLINA;06/01/2009;2,55;2,204;R$ / litro;ZEMA
SE;MG;ITUIUTABA;POSTO AG LTDA; 04.946.806/0001-28;AVENIDA NIVALDO  INACIO MOREIRA;2500;;LAGOA AZUL I;38307-178;ETANOL;06/01/2009;1,63;;R$ / litro;ZEMA
SE;MG;ITUIUTABA;POSTO AG LTDA; 04.946.806/0001-28;AVENIDA NIVALDO  INACIO MOREIRA;2500;;LAGOA AZUL I;38307-178;DIESEL;06/01/2009;2,1;1,919;R$ / litro;ZEMA
SE;MG;ITUIUTABA;AUTO POSTO DA LOBA LTDA; 02.203.761/0001-76;AVENIDA VINTE E SEIS;2220;;SETOR SUL;38300-162;GASOLINA;06/01/2009;2,55;;R$ / litro;ALESAT
SE;MG;ITUIUTABA;AUTO POSTO DA LOBA LTDA; 02.203.761/0001-76;AVENIDA VINTE E SEIS;2220;;SETOR SUL;38300-162;ETANOL;06/01/2009;1,65;;R$ / litro;ALESAT
SE;MG;ITUIUTABA;AUTO POSTO DA LOBA LTDA; 02.203.761/0001-76;AVENIDA VINTE E SEIS;2220;;SETOR SUL;38300-162;DIESEL;06/01/2009;2,2;;R$ / litro;ALESAT
SE;MG;ITUIUTABA;OMAR ANTUNES CINTRA; 21.312.939/0001-61;AVENIDA SETE DE SETEMBRO;780;;CENTRO;38300-000;GASOLINA;06/01/2009;2,589;2,2075;R$ / litro;IPIRANGA
SE;MG;ITUIUTABA;OMAR ANTUNES CINTRA; 21.312.939/0001-61;AVENIDA SETE DE SETEMBRO;780;;CENTRO;38300-000;ETANOL;06/01/2009;1,629;1,3838;R$ / litro;IPIRANGA
SE;MG;ITUIUTABA;OMAR ANTUNES CINTRA; 21.312.939/0001-61;AVENIDA SETE DE SETEMBRO;780;;CENTRO;38300-000;DIESEL;06/01/2009;2,17;;R$ / litro;IPIRANGA
SE;MG;ITUIUTABA;POSTO 5.5. LIMITADA; 02.211.749/0001-03;AVENIDA PROF. JOSE V. DE MENDONCA;1300;;NOVO MUNDO;38301-115;GASOLINA;06/01/2009;2,53;;R$ / litro;LIDERPETRO
SE;MG;ITUIUTABA;POSTO 5.5. LIMITADA; 02.211.749/0001-03;AVENIDA PROF. JOSE V. DE MENDONCA;1300;;NOVO MUNDO;38301-115;ETANOL;06/01/2009;1,62;;R$ / litro;LIDERPETRO
SE;MG;ITUIUTABA;POSTO 5.5. LIMITADA; 02.211.749/0001-03;AVENIDA PROF. JOSE V. DE MENDONCA;1300;;NOVO MUNDO;38301-115;DIESEL;06/01/2009;2,09;;R$ / litro;LIDERPETRO
SE;MG;ITUIUTABA;POSTO ITUIUTABA LTDA.; 21.312.624/0001-14;AVENIDA ONZE;1088;;CENTRO;38300-000;GASOLINA;06/01/2009;2,49;2,1335;R$ / litro;BRANCA
SE;MG;ITUIUTABA;POSTO ITUIUTABA LTDA.; 21.312.624/0001-14;AVENIDA ONZE;1088;;CENTRO;38300-000;ETANOL;06/01/2009;1,59;1,31;R$ / litro;BRANCA
SE;MG;ITUIUTABA;POSTO ITUIUTABA LTDA.; 21.312.624/0001-14;AVENIDA ONZE;1088;;CENTRO;38300-000;DIESEL;06/01/2009;2,07;1,882;R$ / litro;BRANCA
SE;MG;ITUIUTABA;AUTOLÂNDIA ITUIUTABA S/A; 21.310.925/0001-09;RUA VINTE QUATRO;867;;CENTRO;38300-078;GASOLINA;06/01/2009;2,519;;R$ / litro;ASTER
SE;MG;ITUIUTABA;AUTOLÂNDIA ITUIUTABA S/A; 21.310.925/0001-09;RUA VINTE QUATRO;867;;CENTRO;38300-078;DIESEL;06/01/2009;2,099;;R$ / litro;ASTER
SE;MG;ITUIUTABA;IRMAOS MIGUEL RODRIGUES LTDA; 21.308.861/0001-01;RUA TRINTA E SEIS;382;;PROGRESSO;38302-008;GASOLINA;06/01/2009;2,569;2,1816;R$ / litro;CBPI
SE;MG;ITUIUTABA;IRMAOS MIGUEL RODRIGUES LTDA; 21.308.861/0001-01;RUA TRINTA E SEIS;382;;PROGRESSO;38302-008;ETANOL;06/01/2009;1,629;1,3623;R$ / litro;CBPI
SE;MG;ITUIUTABA;IRMAOS MIGUEL RODRIGUES LTDA; 21.308.861/0001-01;RUA TRINTA E SEIS;382;;PROGRESSO;38302-008;DIESEL;06/01/2009;2,229;1,8656;R$ / litro;CBPI
SE;MG;ITUIUTABA;ALEXANDER GERVASIO NEVES - EIRELI; 18.548.362/0001-87;AVENIDA DEZESSETE;2345;;PLATINA;38307-064;GASOLINA;06/01/2009;2,53;2,1899;R$ / litro;ALESAT
SE;MG;ITUIUTABA;ALEXANDER GERVASIO NEVES - EIRELI; 18.548.362/0001-87;AVENIDA DEZESSETE;2345;;PLATINA;38307-064;ETANOL;06/01/2009;1,62;1,4089;R$ / litro;ALESAT
SE;MG;ITUIUTABA;ALEXANDER GERVASIO NEVES - EIRELI; 18.548.362/0001-87;AVENIDA DEZESSETE;2345;;PLATINA;38307-064;DIESEL;06/01/2009;2,079;1,917;R$ / litro;ALESAT
SE;MG;ITUIUTABA;POSTO JOTA 2 LTDA; 17.820.903/0001-11;AVENIDA SETE;1119;;CENTRO;38300-000;GASOLINA;06/01/2009;2,49;2,16;R$ / litro;BRANCA
SE;MG;ITUIUTABA;POSTO JOTA 2 LTDA; 17.820.903/0001-11;AVENIDA SETE;1119;;CENTRO;38300-000;ETANOL;06/01/2009;1,59;1,45;R$ / litro;BRANCA
SE;MG;ITUIUTABA;POSTO JOTA 2 LTDA; 17.820.903/0001-11;AVENIDA SETE;1119;;CENTRO;38300-000;DIESEL;06/01/2009;2,09;1,908;R$ / litro;BRANCA
SE;MG;ITUIUTABA;AUTO POSTO ITAMARATY LTDA; 17.820.291/0001-67;AVENIDA DEZESSETE;825;;CENTRO;38300-000;GASOLINA;06/01/2009;2,534;2,1991;R$ / litro;RAIZEN
SE;MG;ITUIUTABA;AUTO POSTO ITAMARATY LTDA; 17.820.291/0001-67;AVENIDA DEZESSETE;825;;CENTRO;38300-000;ETANOL;06/01/2009;1,638;1,4132;R$ / litro;RAIZEN
SE;MG;ITUIUTABA;AUTO POSTO ITAMARATY LTDA; 17.820.291/0001-67;AVENIDA DEZESSETE;825;;CENTRO;38300-000;DIESEL;06/01/2009;2,092;1,9249;R$ / litro;RAIZEN
SE;MG;ITUIUTABA;AUTO POSTO PAULINO & FILHO LTDA; 02.961.363/0001-19;AVENIDA TRINTA E UM;2171;;NATAL;38300-000;GASOLINA;06/01/2009;2,53;2,1835;R$ / litro;ALESAT
SE;MG;ITUIUTABA;AUTO POSTO PAULINO & FILHO LTDA; 02.961.363/0001-19;AVENIDA TRINTA E UM;2171;;NATAL;38300-000;ETANOL;06/01/2009;1,63;1,3896;R$ / litro;ALESAT
SE;MG;ITUIUTABA;AUTO POSTO PAULINO & FILHO LTDA; 02.961.363/0001-19;AVENIDA TRINTA E UM;2171;;NATAL;38300-000;DIESEL;06/01/2009;2,09;1,9126;R$ / litro;ALESAT
SE;MG;ITUIUTABA;POSTO PANTERA LTDA; 02.871.363/0001-28;RUA JORGE  JACOB  YUNES;316;;SETOR NORTE;38300-172;GASOLINA;06/01/2009;2,57;2,3155;R$ / litro;ALESAT
SE;MG;ITUIUTABA;POSTO PANTERA LTDA; 02.871.363/0001-28;RUA JORGE  JACOB  YUNES;316;;SETOR NORTE;38300-172;ETANOL;06/01/2009;1,64;1,3997;R$ / litro;ALESAT
SE;MG;ITUIUTABA;POSTO PANTERA LTDA; 02.871.363/0001-28;RUA JORGE  JACOB  YUNES;316;;SETOR NORTE;38300-172;DIESEL;06/01/2009;2,1;1,9067;R$ / litro;ALESAT
SE;MG;JANAUBA;POSTO 7 COMBUSTIVEIS LIMITADA; 18.377.101/0001-41;AVENIDA MANOEL ATAIDE;120;;CENTRO;39440-000;GASOLINA;06/01/2009;2,77;2,2128;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JANAUBA;POSTO 7 COMBUSTIVEIS LIMITADA; 18.377.101/0001-41;AVENIDA MANOEL ATAIDE;120;;CENTRO;39440-000;ETANOL;06/01/2009;1,7;1,3927;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JANAUBA;POSTO 7 COMBUSTIVEIS LIMITADA; 18.377.101/0001-41;AVENIDA MANOEL ATAIDE;120;;CENTRO;39440-000;DIESEL;06/01/2009;2,14;1,9067;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JANAUBA;JOAQUIM SERGIO BORGES LEAL; 01.971.008/0001-68;PRACA DOUTOR ROCKERT;20;;CENTRO;39440-000;GASOLINA;06/01/2009;2,73;2,2619;R$ / litro;ALESAT
SE;MG;JANAUBA;JOAQUIM SERGIO BORGES LEAL; 01.971.008/0001-68;PRACA DOUTOR ROCKERT;20;;CENTRO;39440-000;ETANOL;06/01/2009;1,69;1,4448;R$ / litro;ALESAT
SE;MG;JANAUBA;JOAQUIM SERGIO BORGES LEAL; 01.971.008/0001-68;PRACA DOUTOR ROCKERT;20;;CENTRO;39440-000;DIESEL;06/01/2009;2,12;1,9478;R$ / litro;ALESAT
SE;MG;JANAUBA;WILDEMAR MAXIMINO DA CRUZ JUNIOR; 02.757.464/0001-72;AVENIDA MARECHAL DEODORO DA FONSECA;210;;CENTRO;39440-000;GASOLINA;06/01/2009;2,92;2,1908;R$ / litro;CBPI
SE;MG;JANAUBA;WILDEMAR MAXIMINO DA CRUZ JUNIOR; 02.757.464/0001-72;AVENIDA MARECHAL DEODORO DA FONSECA;210;;CENTRO;39440-000;ETANOL;06/01/2009;2;1,4845;R$ / litro;CBPI
SE;MG;JANAUBA;WILDEMAR MAXIMINO DA CRUZ JUNIOR; 02.757.464/0001-72;AVENIDA MARECHAL DEODORO DA FONSECA;210;;CENTRO;39440-000;DIESEL;06/01/2009;2,2;1,9116;R$ / litro;CBPI
SE;MG;JANAUBA;AUTO POSTO DRUMOND LTDA; 65.216.178/0001-10;AVENIDA MANOEL ATAIDE;350; ;CENTRO;39440-000;GASOLINA;06/01/2009;2,72;;R$ / litro;BRANCA
SE;MG;JANAUBA;AUTO POSTO DRUMOND LTDA; 65.216.178/0001-10;AVENIDA MANOEL ATAIDE;350; ;CENTRO;39440-000;ETANOL;06/01/2009;1,75;;R$ / litro;BRANCA
SE;MG;JANAUBA;AUTO POSTO DRUMOND LTDA; 65.216.178/0001-10;AVENIDA MANOEL ATAIDE;350; ;CENTRO;39440-000;DIESEL;06/01/2009;2,25;;R$ / litro;BRANCA
SE;MG;JANAUBA;LEAL E MOREIRA LTDA; 23.900.491/0001-22;AVENIDA GENTIL DIAS;513;0;RIO NOVO;39440-000;GASOLINA;06/01/2009;2,73;2,3668;R$ / litro;IPIRANGA
SE;MG;JANAUBA;LEAL E MOREIRA LTDA; 23.900.491/0001-22;AVENIDA GENTIL DIAS;513;0;RIO NOVO;39440-000;DIESEL;06/01/2009;2,12;1,9927;R$ / litro;IPIRANGA
SE;MG;JANAUBA;POSTO CRUZEIRO LTDA; 19.574.243/0001-61;AVENIDA MARECHAL DEODORO DA FONSECA;399;;CENTRO;39442-018;GASOLINA;06/01/2009;2,82;2,2255;R$ / litro;CBPI
SE;MG;JANAUBA;POSTO CRUZEIRO LTDA; 19.574.243/0001-61;AVENIDA MARECHAL DEODORO DA FONSECA;399;;CENTRO;39442-018;ETANOL;06/01/2009;1,99;1,5392;R$ / litro;CBPI
SE;MG;JANAUBA;POSTO CRUZEIRO LTDA; 19.574.243/0001-61;AVENIDA MARECHAL DEODORO DA FONSECA;399;;CENTRO;39442-018;DIESEL;06/01/2009;2,18;1,9127;R$ / litro;CBPI
SE;MG;JANAUBA;POSTO ROTA DO SOL LTDA; 01.617.259/0001-49; LOC BR 122;975;KM 162;ALGODOES;39440-000;GASOLINA;06/01/2009;2,69;2,2617;R$ / litro;CBPI
SE;MG;JANAUBA;POSTO ROTA DO SOL LTDA; 01.617.259/0001-49; LOC BR 122;975;KM 162;ALGODOES;39440-000;ETANOL;06/01/2009;1,7;;R$ / litro;CBPI
SE;MG;JANAUBA;POSTO ROTA DO SOL LTDA; 01.617.259/0001-49; LOC BR 122;975;KM 162;ALGODOES;39440-000;DIESEL;06/01/2009;2,05;1,9157;R$ / litro;CBPI
SE;MG;JANUARIA;OLIVEIRA COMBUSTIVEIS LTDA; 03.797.087/0001-68;RUA HERMILIO TUPINA;271;;VILA JADETE;39480-000;GASOLINA;07/01/2009;2,69;2,2449;R$ / litro;ALESAT
SE;MG;JANUARIA;OLIVEIRA COMBUSTIVEIS LTDA; 03.797.087/0001-68;RUA HERMILIO TUPINA;271;;VILA JADETE;39480-000;ETANOL;07/01/2009;1,95;1,4899;R$ / litro;ALESAT
SE;MG;JANUARIA;OLIVEIRA COMBUSTIVEIS LTDA; 03.797.087/0001-68;RUA HERMILIO TUPINA;271;;VILA JADETE;39480-000;DIESEL;07/01/2009;2,09;1,9329;R$ / litro;ALESAT
SE;MG;JANUARIA;LUBRIFICANTES PIONEIRO LTDA; 71.171.987/0001-55;AVENIDA CONEGO RAMIRO LEITE;699;;CENTRO;39480-000;GASOLINA;07/01/2009;2,69;2,308;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JANUARIA;LUBRIFICANTES PIONEIRO LTDA; 71.171.987/0001-55;AVENIDA CONEGO RAMIRO LEITE;699;;CENTRO;39480-000;ETANOL;07/01/2009;1,99;1,4409;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JANUARIA;LUBRIFICANTES PIONEIRO LTDA; 71.171.987/0001-55;AVENIDA CONEGO RAMIRO LEITE;699;;CENTRO;39480-000;DIESEL;07/01/2009;2,12;1,9669;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JANUARIA;J J COMBUSTIVEIS LTDA; 71.063.630/0002-34;AVENIDA MARECHAL DEODORO DA FONSECA;1165;;CENTRO;39480-000;GASOLINA;06/01/2009;2,65;;R$ / litro;ALESAT
SE;MG;JANUARIA;J J COMBUSTIVEIS LTDA; 71.063.630/0002-34;AVENIDA MARECHAL DEODORO DA FONSECA;1165;;CENTRO;39480-000;DIESEL;06/01/2009;2,06;;R$ / litro;ALESAT
SE;MG;JANUARIA;POSTO JOELMA LTDA - EPP; 25.994.773/0001-61;AVENIDA MAL DEODORO DA FONSECA;370;;CENTRO;39480-000;GASOLINA;06/01/2009;2,69;2,2002;R$ / litro;CBPI
SE;MG;JANUARIA;POSTO JOELMA LTDA - EPP; 25.994.773/0001-61;AVENIDA MAL DEODORO DA FONSECA;370;;CENTRO;39480-000;ETANOL;06/01/2009;1,95;1,5225;R$ / litro;CBPI
SE;MG;JANUARIA;POSTO JOELMA LTDA - EPP; 25.994.773/0001-61;AVENIDA MAL DEODORO DA FONSECA;370;;CENTRO;39480-000;DIESEL;06/01/2009;2,12;1,9364;R$ / litro;CBPI
SE;MG;JANUARIA;JUA CENTER LTDA - ME; 18.056.655/0001-47;AVENIDA MAL DEODORO DA FONSECA;476;;CENTRO;39480-000;GASOLINA;06/01/2009;2,69;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JANUARIA;JUA CENTER LTDA - ME; 18.056.655/0001-47;AVENIDA MAL DEODORO DA FONSECA;476;;CENTRO;39480-000;ETANOL;06/01/2009;1,95;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JANUARIA;JUA CENTER LTDA - ME; 18.056.655/0001-47;AVENIDA MAL DEODORO DA FONSECA;476;;CENTRO;39480-000;DIESEL;06/01/2009;2,17;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JANUARIA;POSTO ITAPIRACABA LTDA; 05.382.507/0001-70;AVENIDA ITAPIRACABA;240;;CENTRO;39480-000;GASOLINA;06/01/2009;2,69;2,2901;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JANUARIA;POSTO ITAPIRACABA LTDA; 05.382.507/0001-70;AVENIDA ITAPIRACABA;240;;CENTRO;39480-000;ETANOL;06/01/2009;1,94;1,4334;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JANUARIA;POSTO ITAPIRACABA LTDA; 05.382.507/0001-70;AVENIDA ITAPIRACABA;240;;CENTRO;39480-000;DIESEL;06/01/2009;2,12;1,9607;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JANUARIA;ROSA RIO COMBUSTÍVEIS LTDA; 02.500.626/0001-92;RUA HERMILO TUPINÁ;271;;VILA JADETE;39480-000;GASOLINA;06/01/2009;2,7;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JANUARIA;ROSA RIO COMBUSTÍVEIS LTDA; 02.500.626/0001-92;RUA HERMILO TUPINÁ;271;;VILA JADETE;39480-000;ETANOL;06/01/2009;1,98;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JANUARIA;ROSA RIO COMBUSTÍVEIS LTDA; 02.500.626/0001-92;RUA HERMILO TUPINÁ;271;;VILA JADETE;39480-000;DIESEL;06/01/2009;2,1;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JOAO MONLEVADE;COMBUSTIVEIS BAU LTDA; 08.331.494/0001-07;AVENIDA GETULIO VARGAS;1924;;BAU;35930-312;GASOLINA;05/01/2009;2,64;2,2426;R$ / litro;CBPI
SE;MG;JOAO MONLEVADE;COMBUSTIVEIS BAU LTDA; 08.331.494/0001-07;AVENIDA GETULIO VARGAS;1924;;BAU;35930-312;ETANOL;05/01/2009;1,72;1,5448;R$ / litro;CBPI
SE;MG;JOAO MONLEVADE;COMBUSTIVEIS BAU LTDA; 08.331.494/0001-07;AVENIDA GETULIO VARGAS;1924;;BAU;35930-312;DIESEL;05/01/2009;2,15;1,892;R$ / litro;CBPI
SE;MG;JOAO MONLEVADE;COMERCIAL DE COMBUSTIVEIS  MONLEVADE LTDA; 42.849.745/0001-70;AVENIDA ARMANDO FAJARDO;3700;;LOANDA;35930-312;GASOLINA;06/01/2009;2,65;2,1935;R$ / litro;COSAN LUBRIFICANTES
SE;MG;JOAO MONLEVADE;COMERCIAL DE COMBUSTIVEIS  MONLEVADE LTDA; 42.849.745/0001-70;AVENIDA ARMANDO FAJARDO;3700;;LOANDA;35930-312;ETANOL;06/01/2009;1,79;1,5031;R$ / litro;COSAN LUBRIFICANTES
SE;MG;JOAO MONLEVADE;COMERCIAL DE COMBUSTIVEIS  MONLEVADE LTDA; 42.849.745/0001-70;AVENIDA ARMANDO FAJARDO;3700;;LOANDA;35930-312;DIESEL;06/01/2009;2,14;1,8782;R$ / litro;COSAN LUBRIFICANTES
SE;MG;JOAO MONLEVADE;POSTO LULU LTDA; 20.820.890/0001-95;RODOVIA BR 262;S/N;KM 108;CRUZEIRO CELESTE;35931-156;GASOLINA;06/01/2009;2,669;2,228;R$ / litro;RAIZEN
SE;MG;JOAO MONLEVADE;POSTO LULU LTDA; 20.820.890/0001-95;RODOVIA BR 262;S/N;KM 108;CRUZEIRO CELESTE;35931-156;ETANOL;06/01/2009;1,75;1,4662;R$ / litro;RAIZEN
SE;MG;JOAO MONLEVADE;POSTO LULU LTDA; 20.820.890/0001-95;RODOVIA BR 262;S/N;KM 108;CRUZEIRO CELESTE;35931-156;DIESEL;06/01/2009;2,03;1,8559;R$ / litro;RAIZEN
SE;MG;JOAO MONLEVADE;POSTO LONGANA LTDA; 00.067.750/0001-80;AVENIDA WILSON ALVARENGA;4;;BELMONTE;35930-292;GASOLINA;06/01/2009;2,665;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JOAO MONLEVADE;POSTO LONGANA LTDA; 00.067.750/0001-80;AVENIDA WILSON ALVARENGA;4;;BELMONTE;35930-292;ETANOL;06/01/2009;1,795;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JOAO MONLEVADE;POSTO LONGANA LTDA; 00.067.750/0001-80;AVENIDA WILSON ALVARENGA;4;;BELMONTE;35930-292;DIESEL;06/01/2009;2,029;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JOAO MONLEVADE;TNE COMBUSTIVEIS JOAO MONLEVADE LTDA; 04.326.925/0001-88;AVENIDA GETULIO VARGAS;7115;;SANTA BARBARA;35930-150;GASOLINA;06/01/2009;2,44;2,1088;R$ / litro;BRANCA
SE;MG;JOAO MONLEVADE;TNE COMBUSTIVEIS JOAO MONLEVADE LTDA; 04.326.925/0001-88;AVENIDA GETULIO VARGAS;7115;;SANTA BARBARA;35930-150;ETANOL;06/01/2009;1,57;1,2949;R$ / litro;BRANCA
SE;MG;JOAO MONLEVADE;COMERCIO DE COMBUSTIVEIS JOANA D¿ARC LTDA; 70.983.275/0001-78;RUA JOANA D'ARC;85;;CARNEIRINHOS;35930-053;GASOLINA;06/01/2009;2,69;2,2425;R$ / litro;CBPI
SE;MG;JOAO MONLEVADE;COMERCIO DE COMBUSTIVEIS JOANA D¿ARC LTDA; 70.983.275/0001-78;RUA JOANA D'ARC;85;;CARNEIRINHOS;35930-053;ETANOL;06/01/2009;1,88;1,5533;R$ / litro;CBPI
SE;MG;JOAO MONLEVADE;COMERCIO DE COMBUSTIVEIS JOANA D¿ARC LTDA; 70.983.275/0001-78;RUA JOANA D'ARC;85;;CARNEIRINHOS;35930-053;DIESEL;06/01/2009;2,12;1,8663;R$ / litro;CBPI
SE;MG;JOAO MONLEVADE;TNE COMBUSTIVEIS CASTELINHO LTDA; 24.235.038/0001-01;AVENIDA GETULIO VARGAS;3508;;BELMONTE;35930-293;GASOLINA;05/01/2009;2,66;2,1378;R$ / litro;BRANCA
SE;MG;JOAO MONLEVADE;TNE COMBUSTIVEIS CASTELINHO LTDA; 24.235.038/0001-01;AVENIDA GETULIO VARGAS;3508;;BELMONTE;35930-293;ETANOL;05/01/2009;1,78;1,3921;R$ / litro;BRANCA
SE;MG;JOAO MONLEVADE;TNE COMBUSTIVEIS CASTELINHO LTDA; 24.235.038/0001-01;AVENIDA GETULIO VARGAS;3508;;BELMONTE;35930-293;DIESEL;05/01/2009;2,03;1,8646;R$ / litro;BRANCA
SE;MG;JOAO MONLEVADE;POSTO BARROCAR LTDA; 05.089.655/0001-00;AVENIDA WILSON ALVARENGA;1732;;CARNEIRINHOS;35930-480;GASOLINA;06/01/2009;2,665;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JOAO MONLEVADE;POSTO BARROCAR LTDA; 05.089.655/0001-00;AVENIDA WILSON ALVARENGA;1732;;CARNEIRINHOS;35930-480;ETANOL;06/01/2009;1,795;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JOAO MONLEVADE;POSTO BARROCAR LTDA; 05.089.655/0001-00;AVENIDA WILSON ALVARENGA;1732;;CARNEIRINHOS;35930-480;DIESEL;06/01/2009;2,058;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;JOAO MONLEVADE;RAICAR POSTO E SERVICOS LTDA; 02.504.045/0001-29;AVENIDA GETULIO VARGAS;2807;;BELMONTE;35930-293;GASOLINA;05/01/2009;2,699;2,2202;R$ / litro;ALESAT
SE;MG;JOAO MONLEVADE;RAICAR POSTO E SERVICOS LTDA; 02.504.045/0001-29;AVENIDA GETULIO VARGAS;2807;;BELMONTE;35930-293;ETANOL;05/01/2009;1,799;1,4659;R$ / litro;ALESAT
